skill,intent,example
ovos-skill-news.openvoiceos,global_news.intent,Ik wil een internationale zender op mijn tv
ovos-skill-news.openvoiceos,global_news.intent,Zet nieuws aan over wat er in de wereld is gebeurd
ovos-skill-news.openvoiceos,global_news.intent,Zet een zender aan met wereldnieuws
ovos-skill-news.openvoiceos,news.intent,Zet het nieuws aan
ovos-skill-news.openvoiceos,news.intent,Informeer me
ovos-skill-news.openvoiceos,news.intent,Wat gebeurt hier?
ovos-skill-news.openvoiceos,news.intent,Lokaal nieuws
ovos-skill-news.openvoiceos,news.intent,Wat zegt Catalunya Informació?
ovos-skill-news.openvoiceos,news.intent,Vertel me het nieuws van vandaag
ovos-skill-news.openvoiceos,news.intent,Ik wil dat je verbinding maakt met Rac1
ovos-skill-news.openvoiceos,news.intent,Wat zegt Ustrell vanochtend op Catalunya Ràdio?
ovos-skill-news.openvoiceos,news.intent,Ik wil live weten wat er in Catalonië gebeurt
ovos-skill-news.openvoiceos,news.intent,"Kunt u Catalunya Informació aanzetten, alsjeblieft?"
ovos-skill-news.openvoiceos,news.intent,Speel het nieuws in het Catalaans af
ovos-skill-news.openvoiceos,news.intent,Wat zeggen ze in het journaal?
ovos-skill-news.openvoiceos,news.intent,Breng me op de hoogte van het nieuws
ovos-skill-news.openvoiceos,news.intent,Speel de nieuwszender af
ovos-skill-news.openvoiceos,news.intent,Zet het actuele nieuws aan
ovos-skill-news.openvoiceos,news.intent,Ik moet het laatste nieuws weten
ovos-skill-news.openvoiceos,news.intent,Ik wil weten wat ze zeggen op het nieuws
ovos-skill-news.openvoiceos,news.intent,"Ik wil graag op de hoogte blijven, kun je me verbinden met het nieuws?"
ovos-skill-news.openvoiceos,news.intent,Kunt u het nieuws aanzetten?
ovos-skill-news.openvoiceos,news.intent,Zorg dat het nieuws in mijn kamer klinkt
ovos-skill-news.openvoiceos,news.intent,Kunt u alsjeblieft het nieuws aanzetten?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je gehoord wat ik zei?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je me begrepen?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Is het duidelijk voor je?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je het begrepen?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je door wat ik zei?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Alles helder?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Luister je naar me?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,"Hoi, ben je er?"
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Volg je me nog?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Let je op?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Zeg even of je me hoort
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je het goed gehoord?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je begrepen wat ik zei?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je het meegekregen?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je het door?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Snap je wat ik zeg?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je de info opgepikt die ik je gaf?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Kon je me volgen?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je al mijn woorden begrepen?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je me goed gehoord of praatte ik te snel?
ovos-skill-parrot.openvoiceos,did.you.hear.me.intent,Heb je mijn boodschap opgepikt?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Herhaal wat ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Kun je zeggen wat ik zei?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Wat zei ik net?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Herhaal mijn laatste woorden
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Wat zei ik daarvoor?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,"Als je me hebt begrepen, herhaal dan wat ik zei"
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Zeg nog eens wat ik zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Herhaal wat ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Weet je nog wat ik net zei?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Zeg precies wat ik zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Even kijken wat ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Kun je nog eens zeggen wat ik zei?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Herhaal wat ik net tegen je zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Zou je dat laatste kunnen herhalen?
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Herhaal alsjeblieft wat ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Ik vind het zo’n goed idee dat ik wil dat je herhaalt wat ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Ik geef je opdracht om te zeggen wat ik zei alsof ik je baas ben en jij een soldaat
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Gebruik precies dezelfde woorden die ik net zei
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Praat net zoals ik net sprak
ovos-skill-parrot.openvoiceos,repeat.stt.intent,Zeg woord voor woord wat ik zei
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Zeg het nog eens
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Herhaal het
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Alsjeblieft, zeg het nog eens
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Zeg het nog een keer
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Wat zei je?
ovos-skill-parrot.openvoiceos,repeat.tts.intent,"Kun je het laatste punt herhalen, alsjeblieft?"
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Zeg het nog eens
ovos-skill-parrot.openvoiceos,repeat.tts.intent,"Ik heb je niet begrepen, kun je het herhalen?"
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Herhaal je antwoord
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Zeg het nog eens
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Zeg het nog een keer
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Herinner me wat je net zei
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Kun je dat laatste herhalen?
ovos-skill-parrot.openvoiceos,repeat.tts.intent,"Ik heb je niet begrepen, kun je het nog eens zeggen?"
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Kun je precies herhalen wat je zei?
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Kun je dezelfde woorden nog eens zeggen als net?
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Wow, ik heb er geen zak van begrepen! Kun je het nog eens zeggen?
ovos-skill-parrot.openvoiceos,repeat.tts.intent,Wat zei je? Zeg het nog eens
ovos-skill-parrot.openvoiceos,start_parrot.intent,Zet de papegaai-modus aan
ovos-skill-parrot.openvoiceos,start_parrot.intent,Vanaf nu herhaal je alles wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Herhaal wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Blijf herhalen tot ik stop zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Start de papegaai-modus
ovos-skill-parrot.openvoiceos,start_parrot.intent,Begin alles te herhalen wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Blijven herhalen
ovos-skill-parrot.openvoiceos,start_parrot.intent,Herhaal alles wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Speel papegaai
ovos-skill-parrot.openvoiceos,start_parrot.intent,Herhaal automatisch wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Imiteer me
ovos-skill-parrot.openvoiceos,start_parrot.intent,Start papegaai-modus
ovos-skill-parrot.openvoiceos,start_parrot.intent,Start herhaalmodus
ovos-skill-parrot.openvoiceos,start_parrot.intent,Nou, herhaal wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Imiteer me als een papegaai
ovos-skill-parrot.openvoiceos,start_parrot.intent,Vanaf nu imiteer je alles wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Begin met herhalen als een papegaai
ovos-skill-parrot.openvoiceos,start_parrot.intent,Zet de herhaalmodus aan
ovos-skill-parrot.openvoiceos,start_parrot.intent,Zet dat ding aan waarmee je alles herhaalt wat ik zeg
ovos-skill-parrot.openvoiceos,start_parrot.intent,Zet papegaai-modus aan
ovos-skill-parrot.openvoiceos,start_parrot.intent,Ik wil dat je nu de hele tijd blijft herhalen
ovos-skill-parrot.openvoiceos,start_parrot.intent,Vanaf nu kun je alles wat ik zeg herhalen als mijn echo?
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met herhalen wat ik zeg
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Zet papegaai-modus uit
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met me te herhalen
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Herhaal me niet meer
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met herhalen
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Zet papegaai-modus uit
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Dat is genoeg!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop papegaai-modus
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met imiteren
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Ga terug naar de normale modus
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met me na te doen
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Zet de herhaalmodus uit
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met me na te doen!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Genoeg papegaai!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Tot hier!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met herhalen!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop alsjeblieft met me te herhalen
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop met de hele tijd hetzelfde te zeggen wat ik zeg!
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Stop de herhaalmodus
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Vanaf nu vraag ik je de herhaalmodus uit te zetten
ovos-skill-parrot.openvoiceos,stop_parrot.intent,Jezus, wat irritant! Zet die herhaalmodus uit!
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat voor apparaat ben jij?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat ben jij precies?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat ben jij nou?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat voor soort uitvinding ben jij?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,ik snap niet wat je bent... kun je het uitleggen?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,ben jij een virtuele assistent?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,ben jij een robot?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat doe jij precies?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat is jouw doel?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat voor machine ben jij?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,ben jij een kunstmatige intelligentie?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat wordt er van je verwacht?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,kun je me precies uitleggen wat je bent?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat ben jij nou?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,ben jij een apparaat, een machine of wat?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat voor rommel ben jij?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat voor soort robot ben jij?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,met wat voor ding praat ik eigenlijk?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,wat zit er van materiaal in jou?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,uit welke technologie ben jij opgebouwd?
ovos-skill-personal.openvoiceos,WhatAreYou.intent,hoe zou je jezelf omschrijven?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je geboren?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je gemaakt?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang geleden ben je gemaakt?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang besta jij al?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang werk je al?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,kun je me zeggen wanneer je geboren bent?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je geboren?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je gestart met werken?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang ben je hier al?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang werk je al?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je aangezet?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,op welke dag ben je gemaakt?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,hoe lang besta je al?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wat is je geboortedatum?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,in welk jaar ben je geboren?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je ‘geboren’?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer zag je voor het eerst het licht?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer opende je voor het eerst je ‘ogen’?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,op welke dag ben je gemaakt?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,wanneer ben je geboren?
ovos-skill-personal.openvoiceos,WhenWereYouBorn.intent,op welke datum zijn je makers begonnen met jou?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je geboren?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je ontworpen?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,wat is jouw plek van herkomst?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar kom je vandaan?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,kun je me vertellen waar je gemaakt bent?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,in welk land ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,ben je van hier of van ergens anders?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je ontworpen?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar kom je vandaan?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,bij welk bedrijf ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je vandaan gekomen?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,op welke plek ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,ben je in een lab gemaakt of ergens anders?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,ben je in Nederland geboren?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,wat is je nationaliteit?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar in de wereld ben je verschenen?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,in welke stad ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,wie waren de eerste mensen die je begroetten?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,waar ben je gemaakt?
ovos-skill-personal.openvoiceos,WhereWereYouBorn.intent,op welke plek ben je geboren?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe heet je?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,wat is jouw naam?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe moet ik je noemen?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,wie ben jij?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe moet ik je aanspreken?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe noemen je vrienden jou?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,heb je een naam?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe kan ik je noemen?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe stel je jezelf voor?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,kun je jezelf voorstellen?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe wil je dat ik je noem?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe moet ik je noemen?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,kun je me vertellen wie je bent?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,met wie praat ik?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,wie bent u?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,"stel je even voor, ik weet niet eens hoe je heet."
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe noem jij jezelf?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,hoe heet je?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,welke naam staat er op jouw ID?
ovos-skill-personal.openvoiceos,WhoAreYou.intent,op welke naam reageer je?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou gemaakt?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou uitgevonden?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou gebouwd?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie zijn je ‘ouders’?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,vertel me wie jou ontwikkeld heeft
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,kun je vertellen wie jou gemaakt heeft?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie is jouw maker?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou ontwikkeld?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie zit er achter jou?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou aangezet?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou geprogrammeerd?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie is de moeder die jou ‘geboren’ heeft?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,ben je door een stel ingenieurs gemaakt?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie heeft jou uitgevonden?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie zijn jouw makers?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wie zijn de genieën die op het idee kwamen jou te maken?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,hoe heten de mensen die jou hebben gemaakt?
ovos-skill-personal.openvoiceos,WhoMadeYou.intent,wat zijn de namen van jouw makers?
ovos-skill-weather.openvoiceos,condition,kun je checken of het koud wordt in Viladecans dit weekend?
ovos-skill-weather.openvoiceos,condition,gaat het vandaag regenen in Barcelona?
ovos-skill-weather.openvoiceos,condition,kun je me vertellen of het morgen gaat sneeuwen in Llívia?
ovos-skill-weather.openvoiceos,condition,is het lekker weer in Tarragona?
ovos-skill-weather.openvoiceos,condition,gaat het deze week regenen in Lleida?
ovos-skill-weather.openvoiceos,condition,ik hoorde dat het vanmiddag zou gaan regenen in Girona, klopt dat?
ovos-skill-weather.openvoiceos,condition,komt de zon vanmiddag op in Castelldefels?
ovos-skill-weather.openvoiceos,condition,gaat het vanmorgen regenen in de Anoia?
ovos-skill-weather.openvoiceos,condition,regent het in de Priorat regio?
ovos-skill-weather.openvoiceos,condition,wordt het morgen een druilerige dag?
ovos-skill-weather.openvoiceos,condition,moet ik vanmiddag een paraplu meenemen?
ovos-skill-weather.openvoiceos,condition,wanneer gaat de temperatuur omhoog?
ovos-skill-weather.openvoiceos,condition,check even de temperatuur deze maand: kan ik de winterkleding al opruimen?
ovos-skill-weather.openvoiceos,condition,wordt het benauwd zaterdag?
ovos-skill-weather.openvoiceos,condition,hoe voelt het qua temperatuur nu?
ovos-skill-weather.openvoiceos,condition,weet je of het gesneeuwd heeft in de Pyreneeën?
ovos-skill-weather.openvoiceos,condition,gaan we dit jaar een hittegolf krijgen?
ovos-skill-weather.openvoiceos,condition,kun je zeggen of het vanmiddag gaat regenen of niet?
ovos-skill-weather.openvoiceos,condition,is er morgen sneeuw op Montserrat?
ovos-skill-weather.openvoiceos,condition,wordt het vanmiddag zonnig in Piera?
ovos-skill-weather.openvoiceos,condition,weet je of er vanaf vrijdag regen komt?
ovos-skill-weather.openvoiceos,condition,kijk even of het vanmiddag gaat waaien in Marseille
ovos-skill-weather.openvoiceos,condition,klopt het dat het warmer wordt in het weekend?
ovos-skill-weather.openvoiceos,condition,kun je checken of het morgen koud wordt?
ovos-skill-weather.openvoiceos,condition,ik wil weten of het morgen slecht weer wordt
ovos-skill-weather.openvoiceos,condition,wordt het morgen zonnig of bewolkt in Vilanova?
ovos-skill-weather.openvoiceos,condition,wanneer wordt er weer regen verwacht in Catalonië?
ovos-skill-weather.openvoiceos,condition,komt er morgen hagel in Lleida?
ovos-skill-weather.openvoiceos,condition,denk je dat ik het koud krijg als ik vandaag naar het strand ga in Barcelona?
ovos-skill-weather.openvoiceos,condition,als ik vandaag zonder paraplu wegga in Igualada, word ik dan nat vanmiddag?
ovos-skill-weather.openvoiceos,condition,raad jij me aan om vandaag in Barcelona een coltrui of een dunne trui te dragen?
ovos-skill-weather.openvoiceos,condition,komt er deze week ooit zon?
ovos-skill-weather.openvoiceos,condition,wordt de wind vanmiddag minder of waai ik weg?
ovos-skill-weather.openvoiceos,forecast,wat voor weer wordt het dit weekend in Viladecans?
ovos-skill-weather.openvoiceos,forecast,hoe is het weer vanmiddag in Barcelona?
ovos-skill-weather.openvoiceos,forecast,"ik woon in Sant Cugat, moet ik vanmiddag een jas aan of een paraplu meenemen?"
ovos-skill-weather.openvoiceos,forecast,vertel me het weer voor deze week in Olot
ovos-skill-weather.openvoiceos,forecast,hoe is het weer in Solsonès?
ovos-skill-weather.openvoiceos,forecast,wat is de actuele weerssituatie in Móra d'Ebre?
ovos-skill-weather.openvoiceos,forecast,kun je me vertellen wat voor weer het wordt in Vic vandaag?
ovos-skill-weather.openvoiceos,forecast,hoe wordt het vanmiddag in Manresa?
ovos-skill-weather.openvoiceos,forecast,wat voor weer wordt het donderdag in Terrassa?
ovos-skill-weather.openvoiceos,forecast,geef me een samenvatting van het weer deze week in Stockholm
ovos-skill-weather.openvoiceos,forecast,ik wil weten wat voor weer het wordt tijdens het dorpsfeest van Vilanova i la Geltrú
ovos-skill-weather.openvoiceos,forecast,kun je de weersverwachting voor morgen geven?
ovos-skill-weather.openvoiceos,forecast,denk je dat het vanmiddag opklaart?
ovos-skill-weather.openvoiceos,forecast,hoe ziet het weer eruit voor het weekend?
ovos-skill-weather.openvoiceos,forecast,is het maandag goed weer om naar het strand te gaan?
ovos-skill-weather.openvoiceos,forecast,blijft het de komende dagen zo?
ovos-skill-weather.openvoiceos,forecast,hebben we mooi weer voor het Sint-Jansfeest?
ovos-skill-weather.openvoiceos,forecast,wat is de weersvoorspelling voor morgen?
ovos-skill-weather.openvoiceos,forecast,wat voor weer wordt het vanmiddag?
ovos-skill-weather.openvoiceos,forecast,ik moet het weer weten voor volgende week in Madrid
ovos-skill-weather.openvoiceos,forecast,weet je of het woensdag goed weer wordt in Parijs?
ovos-skill-weather.openvoiceos,forecast,weet je hoe het weer wordt overmorgen bij mijn locatie?
ovos-skill-weather.openvoiceos,forecast,wat zegt de weersvoorspelling voor vandaag rond de middag?
ovos-skill-weather.openvoiceos,forecast,is de voorspelling voor donderdag goed?
ovos-skill-weather.openvoiceos,forecast,leg me het weer voor vannacht uit
ovos-skill-weather.openvoiceos,forecast,hoe ziet het weer eruit de komende dagen?
ovos-skill-weather.openvoiceos,forecast,moet ik me vandaag warm aankleden denk je?
ovos-skill-weather.openvoiceos,forecast,moet ik dit weekend een paraplu meenemen?
ovos-skill-weather.openvoiceos,forecast,hoe wordt het vanavond in Barcelona?
ovos-skill-weather.openvoiceos,forecast,hoe ziet het weer eruit morgen?
ovos-skill-weather.openvoiceos,forecast,check alsjeblieft de voorspelling voor morgen!
ovos-skill-weather.openvoiceos,forecast,hoe ziet de lucht eruit vandaag?
ovos-skill-weather.openvoiceos,forecast,doe alsof je Tomàs Molina bent en vertel me het weer voor morgen
ovos-skill-weather.openvoiceos,sunrise,hoe laat komt morgen de zon op?
ovos-skill-weather.openvoiceos,sunrise,hoe laat gaat morgen de zon op in Girona?
ovos-skill-weather.openvoiceos,sunrise,wanneer komt de zon morgen op?
ovos-skill-weather.openvoiceos,sunrise,wanneer wordt het vandaag licht?
ovos-skill-weather.openvoiceos,sunrise,hoe laat zien we de eerste zonnestralen?
ovos-skill-weather.openvoiceos,sunrise,wanneer begint morgen de zon te schijnen?
ovos-skill-weather.openvoiceos,sunrise,hoe laat begint de dag vandaag?
ovos-skill-weather.openvoiceos,sunrise,wanneer wordt het licht volgende week?
ovos-skill-weather.openvoiceos,sunrise,door de zomertijd, komt de zon dan vroeger op?
ovos-skill-weather.openvoiceos,sunrise,kun je me alsjeblieft vertellen hoe laat de zon opkomt?
ovos-skill-weather.openvoiceos,sunrise,hoe laat gaat de zon woensdag op in Menorca?
ovos-skill-weather.openvoiceos,sunrise,vertel me of de zon in de zomer eerder opkomt
ovos-skill-weather.openvoiceos,sunrise,hoe laat is er morgen licht?
ovos-skill-weather.openvoiceos,sunrise,wanneer wordt morgen het ochtendgloren verwacht?
ovos-skill-weather.openvoiceos,sunrise,kun je me het tijdstip van de dageraad donderdag aangeven?
ovos-skill-weather.openvoiceos,sunrise,wanneer breekt morgen de dageraad aan?
ovos-skill-weather.openvoiceos,sunrise,hoe laat is het overmorgen ochtendgloren?
ovos-skill-weather.openvoiceos,sunrise,hoe laat komt morgen de zon weer boven de horizon uit?
ovos-skill-weather.openvoiceos,sunrise,wanneer zie ik morgen het eerste zonlicht door het raam als ik die open laat?
ovos-skill-weather.openvoiceos,sunrise,hoe laat zegt de zon morgen hoi?
ovos-skill-weather.openvoiceos,sunrise,hoe laat gaat morgen de zon op?
ovos-skill-weather.openvoiceos,sunset,hoe laat gaat de zon onder volgens de klok?
ovos-skill-weather.openvoiceos,sunset,wanneer gaat de zon onder?
ovos-skill-weather.openvoiceos,sunset,wanneer verdwijnt de zon?
ovos-skill-weather.openvoiceos,sunset,hoe laat gaat de zon morgen onder?
ovos-skill-weather.openvoiceos,sunset,hoe laat wordt het vandaag donker?
ovos-skill-weather.openvoiceos,sunset,wanneer gaat de zon vandaag slapen?
ovos-skill-weather.openvoiceos,sunset,hoe laat is het einde van de dag vandaag?
ovos-skill-weather.openvoiceos,sunset,weet je of de zon in de winter eerder ondergaat?
ovos-skill-weather.openvoiceos,sunset,hoe laat wordt het nu donker?
ovos-skill-weather.openvoiceos,sunset,denk je dat de zon in juni na acht uur ondergaat?
ovos-skill-weather.openvoiceos,sunset,hoe laat gaat de zon vandaag onder?
